day,hour,cost
2/4/2022,2,125.01
2/4/2022,3,131.72
2/4/2022,4,140.54
2/4/2022,5,126.84
2/4/2022,6,114.91
2/4/2022,7,135.84
2/4/2022,8,168.06
2/4/2022,9,190.3
2/4/2022,10,192.15
2/4/2022,11,169.77
2/4/2022,12,166.94
2/4/2022,13,160.63
2/4/2022,14,132.18
2/4/2022,15,120.6
2/4/2022,16,128.45
2/4/2022,17,137.45
2/4/2022,18,171.27
2/4/2022,19,227.6
2/4/2022,20,259.15
2/4/2022,21,241.63
2/4/2022,22,210
2/4/2022,23,206.14
2/4/2022,24,185.44
3/4/2022,1,199.08
3/4/2022,2,109.54
3/4/2022,3,109.54
3/4/2022,4,113.34
3/4/2022,5,109.54
3/4/2022,6,98.46
3/4/2022,7,109.13
3/4/2022,8,192.6
3/4/2022,9,197.24
3/4/2022,10,182.07
3/4/2022,11,180.76
3/4/2022,12,179.13
3/4/2022,13,174.2
3/4/2022,14,119.64
3/4/2022,15,97.07
3/4/2022,16,104
3/4/2022,17,121.39
3/4/2022,18,132.21
3/4/2022,19,177.39
3/4/2022,20,211.79
3/4/2022,21,204.95
3/4/2022,22,179.74
3/4/2022,23,177.45
3/4/2022,24,155.03
4/4/2022,1,118.63
4/4/2022,2,91.81
4/4/2022,3,88
4/4/2022,4,81.56
4/4/2022,5,87.49
4/4/2022,6,92.64
4/4/2022,7,190
4/4/2022,8,190
4/4/2022,9,235
4/4/2022,10,230
4/4/2022,11,221.07
4/4/2022,12,227.92
4/4/2022,13,239.94
4/4/2022,14,230.04
4/4/2022,15,209.11
4/4/2022,16,206.92
4/4/2022,17,209.95
4/4/2022,18,186.02
4/4/2022,19,230.07
4/4/2022,20,244.94
4/4/2022,21,239.91
4/4/2022,22,120
4/4/2022,23,165.06
4/4/2022,24,109.13
5/4/2022,1,92.8
5/4/2022,2,103
5/4/2022,3,62.74
5/4/2022,4,60.39
5/4/2022,5,76.38
5/4/2022,6,121.02
5/4/2022,7,200.03
5/4/2022,8,220.07
5/4/2022,9,232.03
5/4/2022,10,229.51
5/4/2022,11,227
5/4/2022,12,230.09
5/4/2022,13,214.24
5/4/2022,14,222.98
5/4/2022,15,208.49
5/4/2022,16,222.97
5/4/2022,17,224.41
5/4/2022,18,262.21
5/4/2022,19,278.24
5/4/2022,20,309.93
5/4/2022,21,277.91
5/4/2022,22,226.47
5/4/2022,23,189.65
5/4/2022,24,163.64
6/4/2022,1,112.87
6/4/2022,2,140
6/4/2022,3,126.56
6/4/2022,4,121.67
6/4/2022,5,126.59
6/4/2022,6,118.48
6/4/2022,7,165.6
6/4/2022,8,177.84
6/4/2022,9,179.61
6/4/2022,10,159.36
6/4/2022,11,113.97
6/4/2022,12,163.02
6/4/2022,13,157.03
6/4/2022,14,147
6/4/2022,15,137.91
6/4/2022,16,144.02
6/4/2022,17,150.86
6/4/2022,18,126.26
6/4/2022,19,165.54
6/4/2022,20,221.75
6/4/2022,21,194.77
6/4/2022,22,134.34
6/4/2022,23,109.11
6/4/2022,24,98.6
7/4/2022,1,81.73
7/4/2022,2,72.17
7/4/2022,3,69.23
7/4/2022,4,71.48
7/4/2022,5,74.79
7/4/2022,6,74.13
7/4/2022,7,148.78
7/4/2022,8,136.61
7/4/2022,9,151.41
7/4/2022,10,95.96
7/4/2022,11,90.42
7/4/2022,12,87.16
7/4/2022,13,86.68
7/4/2022,14,84.67
7/4/2022,15,84.9
7/4/2022,16,86.91
7/4/2022,17,87.68
7/4/2022,18,108.45
7/4/2022,19,152.58
7/4/2022,20,185
7/4/2022,21,120
7/4/2022,22,87.62
7/4/2022,23,87.63
7/4/2022,24,27.35
8/4/2022,1,14.33
8/4/2022,2,47.38
8/4/2022,3,54.5
8/4/2022,4,5
8/4/2022,5,8.79
8/4/2022,6,44.51
8/4/2022,7,95.37
8/4/2022,8,147.26
8/4/2022,9,150
8/4/2022,10,87
8/4/2022,11,81.85
8/4/2022,12,86.54
8/4/2022,13,88.19
8/4/2022,14,91.41
8/4/2022,15,130.77
8/4/2022,16,166.11
8/4/2022,17,186.11
8/4/2022,18,202.31
8/4/2022,19,229.9
8/4/2022,20,267.77
8/4/2022,21,259.04
8/4/2022,22,221.8
8/4/2022,23,189.8
8/4/2022,24,159.98
9/4/2022,1,119.25
9/4/2022,2,110.6
9/4/2022,3,92.51
9/4/2022,4,83.22
9/4/2022,5,79.12
9/4/2022,6,76.14
9/4/2022,7,76.56
9/4/2022,8,88.15
9/4/2022,9,90.56
9/4/2022,10,89.42
9/4/2022,11,68.36
9/4/2022,12,43.42
9/4/2022,13,71.75
9/4/2022,14,68.09
9/4/2022,15,51.05
9/4/2022,16,74.55
9/4/2022,17,50
9/4/2022,18,22.44
9/4/2022,19,85.38
9/4/2022,20,96.97
9/4/2022,21,105
9/4/2022,22,90.95
9/4/2022,23,89.77
9/4/2022,24,69.88
10/4/2022,1,70.96
10/4/2022,2,26.15
10/4/2022,3,52
10/4/2022,4,25.67
10/4/2022,5,40.04
10/4/2022,6,36.85
10/4/2022,7,25.95
10/4/2022,8,49.08
10/4/2022,9,47.48
10/4/2022,10,44.77
10/4/2022,11,29.11
10/4/2022,12,21.58
10/4/2022,13,8.75
10/4/2022,14,8.8
10/4/2022,15,5.13
10/4/2022,16,5
10/4/2022,17,8.52
10/4/2022,18,71.03
10/4/2022,19,139.9
10/4/2022,20,233.51
10/4/2022,21,252.18
10/4/2022,22,239.54
10/4/2022,23,238.28
10/4/2022,24,224.3
11/4/2022,1,182.38
11/4/2022,2,184.98
11/4/2022,3,184.6
11/4/2022,4,185.68
11/4/2022,5,195.55
11/4/2022,6,220.56
11/4/2022,7,264.91
11/4/2022,8,299.93
11/4/2022,9,285.03
11/4/2022,10,255
11/4/2022,11,214.92
11/4/2022,12,190.71
11/4/2022,13,187.85
11/4/2022,14,181.84
11/4/2022,15,179.98
11/4/2022,16,179.77
11/4/2022,17,182.86
11/4/2022,18,219.39
11/4/2022,19,263.32
11/4/2022,20,296.99
11/4/2022,21,290.37
11/4/2022,22,267.81
11/4/2022,23,247.99
11/4/2022,24,204.4
12/4/2022,1,192.9
12/4/2022,2,188.71
12/4/2022,3,184.13
12/4/2022,4,183
12/4/2022,5,185.55
12/4/2022,6,191.53
12/4/2022,7,229.54
12/4/2022,8,268.78
12/4/2022,9,260.33
12/4/2022,10,219.02
12/4/2022,11,182.51
12/4/2022,12,172.32
12/4/2022,13,136.12
12/4/2022,14,110.02
12/4/2022,15,103.32
12/4/2022,16,118.14
12/4/2022,17,139.9
12/4/2022,18,179.4
12/4/2022,19,215.47
12/4/2022,20,235.09
12/4/2022,21,233.47
12/4/2022,22,205
12/4/2022,23,177.46
12/4/2022,24,137.74
13/4/2022,1,161.67
13/4/2022,2,165.81
13/4/2022,3,163.31
13/4/2022,4,167.63
13/4/2022,5,180.73
13/4/2022,6,212.32
13/4/2022,7,248.74
13/4/2022,8,267.52
13/4/2022,9,273.83
13/4/2022,10,254.25
13/4/2022,11,212.9
13/4/2022,12,192.45
13/4/2022,13,188.72
13/4/2022,14,195.04
13/4/2022,15,200.05
13/4/2022,16,196
13/4/2022,17,200.47
13/4/2022,18,241.25
13/4/2022,19,266.2
13/4/2022,20,298.95
13/4/2022,21,301.63
13/4/2022,22,269.03
13/4/2022,23,250
13/4/2022,24,231.94
14/4/2022,1,232.45
14/4/2022,2,207.63
14/4/2022,3,200.14
14/4/2022,4,198.05
14/4/2022,5,199.97
14/4/2022,6,204.46
14/4/2022,7,254
14/4/2022,8,272.33
14/4/2022,9,282.11
14/4/2022,10,252.78
14/4/2022,11,216.35
14/4/2022,12,212.54
14/4/2022,13,202.24
14/4/2022,14,195.19
14/4/2022,15,193.64
14/4/2022,16,191.99
14/4/2022,17,194.53
14/4/2022,18,212.8
14/4/2022,19,244.94
14/4/2022,20,271.07
14/4/2022,21,272.31
14/4/2022,22,265.46
14/4/2022,23,253.68
14/4/2022,24,234.36
15/4/2022,1,214.9
15/4/2022,2,198.45
15/4/2022,3,194.28
15/4/2022,4,190.49
15/4/2022,5,191.86
15/4/2022,6,196.86
15/4/2022,7,205.33
15/4/2022,8,220.78
15/4/2022,9,209.88
15/4/2022,10,189.92
15/4/2022,11,190.62
15/4/2022,12,186.55
15/4/2022,13,160.03
15/4/2022,14,167.65
15/4/2022,15,157.38
15/4/2022,16,151.11
15/4/2022,17,155.01
15/4/2022,18,179.32
15/4/2022,19,196.21
15/4/2022,20,228.35
15/4/2022,21,235.99
15/4/2022,22,208.84
15/4/2022,23,205.09
15/4/2022,24,196.24
16/4/2022,1,191.16
16/4/2022,2,183.37
16/4/2022,3,178
16/4/2022,4,174.21
16/4/2022,5,171.81
16/4/2022,6,179.54
16/4/2022,7,188.98
16/4/2022,8,191.12
16/4/2022,9,189.6
16/4/2022,10,172.62
16/4/2022,11,146.58
16/4/2022,12,121.99
16/4/2022,13,82.36
16/4/2022,14,61.02
16/4/2022,15,34.61
16/4/2022,16,40.32
16/4/2022,17,65.84
16/4/2022,18,107.71
16/4/2022,19,171.19
16/4/2022,20,195.08
16/4/2022,21,205.81
16/4/2022,22,194.47
16/4/2022,23,175.84
16/4/2022,24,166.88
17/4/2022,1,160.22
17/4/2022,2,139.97
17/4/2022,3,121.76
17/4/2022,4,123.38
17/4/2022,5,133.96
17/4/2022,6,106.67
17/4/2022,7,98.62
17/4/2022,8,122.36
17/4/2022,9,133.55
17/4/2022,10,100
17/4/2022,11,75.92
17/4/2022,12,41.29
17/4/2022,13,26.29
17/4/2022,14,4.87
17/4/2022,15,0
17/4/2022,16,0.08
17/4/2022,17,15
17/4/2022,18,66.2
17/4/2022,19,158.02
17/4/2022,20,182.55
17/4/2022,21,191.54
17/4/2022,22,187.88
17/4/2022,23,171.46
17/4/2022,24,158.07
18/4/2022,1,95.9
18/4/2022,2,81
18/4/2022,3,84
18/4/2022,4,81
18/4/2022,5,85.25
18/4/2022,6,92.31
18/4/2022,7,95.23
18/4/2022,8,105
18/4/2022,9,108.65
18/4/2022,10,101.18
18/4/2022,11,95.51
18/4/2022,12,82.92
18/4/2022,13,75.98
18/4/2022,14,61.17
18/4/2022,15,45
18/4/2022,16,60.58
18/4/2022,17,82.92
18/4/2022,18,121.25
18/4/2022,19,189.84
18/4/2022,20,240.3
18/4/2022,21,250.73
18/4/2022,22,226.6
18/4/2022,23,221.23
18/4/2022,24,202
19/4/2022,1,205
19/4/2022,2,192.98
19/4/2022,3,191.14
19/4/2022,4,190.95
19/4/2022,5,190
19/4/2022,6,200.61
19/4/2022,7,251.27
19/4/2022,8,291.43
19/4/2022,9,295.43
19/4/2022,10,255.71
19/4/2022,11,235.75
19/4/2022,12,227.95
19/4/2022,13,221.6
19/4/2022,14,214.98
19/4/2022,15,214.93
19/4/2022,16,214.64
19/4/2022,17,214.94
19/4/2022,18,201.16
19/4/2022,19,224.93
19/4/2022,20,239.03
19/4/2022,21,240.01
19/4/2022,22,223.6
19/4/2022,23,200
19/4/2022,24,184.2
20/4/2022,1,191
20/4/2022,2,189.55
20/4/2022,3,183.1
20/4/2022,4,183.28
20/4/2022,5,183.38
20/4/2022,6,197.96
20/4/2022,7,227.24
20/4/2022,8,249.92
20/4/2022,9,249.9
20/4/2022,10,209.96
20/4/2022,11,193.5
20/4/2022,12,190
20/4/2022,13,201.93
20/4/2022,14,201.92
20/4/2022,15,198.95
20/4/2022,16,175
20/4/2022,17,175.87
20/4/2022,18,196.15
20/4/2022,19,222.95
20/4/2022,20,249
20/4/2022,21,250
20/4/2022,22,239.18
20/4/2022,23,220.1
20/4/2022,24,201.97
21/4/2022,1,188.55
21/4/2022,2,179.92
21/4/2022,3,181.08
21/4/2022,4,178.92
21/4/2022,5,180.5
21/4/2022,6,199.92
21/4/2022,7,229.76
21/4/2022,8,256.02
21/4/2022,9,256.25
21/4/2022,10,232.26
21/4/2022,11,207.93
21/4/2022,12,199.48
21/4/2022,13,205.2
21/4/2022,14,179.23
21/4/2022,15,171.44
21/4/2022,16,178.67
21/4/2022,17,178.15
21/4/2022,18,187.69
21/4/2022,19,204.96
21/4/2022,20,220.62
21/4/2022,21,223.61
21/4/2022,22,220.44
21/4/2022,23,199.71
21/4/2022,24,174.62
22/4/2022,1,191.07
22/4/2022,2,185.37
22/4/2022,3,187.01
22/4/2022,4,179.41
22/4/2022,5,176.09
22/4/2022,6,189.58
22/4/2022,7,218.07
22/4/2022,8,239.95
22/4/2022,9,244.1
22/4/2022,10,221.05
22/4/2022,11,200.01
22/4/2022,12,209.99
22/4/2022,13,216.92
22/4/2022,14,216.16
22/4/2022,15,212.96
22/4/2022,16,216.95
22/4/2022,17,218.98
22/4/2022,18,230
22/4/2022,19,192.3
22/4/2022,20,209.61
22/4/2022,21,209.97
22/4/2022,22,191.24
22/4/2022,23,190.17
22/4/2022,24,147.32
23/4/2022,1,130.46
23/4/2022,2,116.44
23/4/2022,3,108.65
23/4/2022,4,119.04
23/4/2022,5,119.4
23/4/2022,6,122.32
23/4/2022,7,128.32
23/4/2022,8,143.64
23/4/2022,9,141.5
23/4/2022,10,124.57
23/4/2022,11,112.16
23/4/2022,12,103.66
23/4/2022,13,102.45
23/4/2022,14,93.65
23/4/2022,15,98.38
23/4/2022,16,107.81
23/4/2022,17,103.38
23/4/2022,18,109.65
23/4/2022,19,138.87
23/4/2022,20,168.19
23/4/2022,21,171.36
23/4/2022,22,138.05
23/4/2022,23,118.9
23/4/2022,24,99.5
24/4/2022,1,100.58
24/4/2022,2,93.14
24/4/2022,3,91.92
24/4/2022,4,87.88
24/4/2022,5,84.06
24/4/2022,6,87.84
24/4/2022,7,87.81
24/4/2022,8,95.1
24/4/2022,9,96.51
24/4/2022,10,91.33
24/4/2022,11,79.98
24/4/2022,12,86.31
24/4/2022,13,76.61
24/4/2022,14,56.89
24/4/2022,15,51.74
24/4/2022,16,77.26
24/4/2022,17,86.23
24/4/2022,18,111.73
24/4/2022,19,165.01
24/4/2022,20,198.65
24/4/2022,21,224.95
24/4/2022,22,216.66
24/4/2022,23,205.73
24/4/2022,24,186.99
25/4/2022,1,184.96
25/4/2022,2,183.78
25/4/2022,3,185.63
25/4/2022,4,186.1
25/4/2022,5,188.12
25/4/2022,6,200.06
25/4/2022,7,237.23
25/4/2022,8,261.87
25/4/2022,9,272.47
25/4/2022,10,249.06
25/4/2022,11,232.59
25/4/2022,12,227.97
25/4/2022,13,211
25/4/2022,14,200
25/4/2022,15,194.9
25/4/2022,16,191.99
25/4/2022,17,189.5
25/4/2022,18,209.25
25/4/2022,19,252.71
25/4/2022,20,273.88
25/4/2022,21,275.71
25/4/2022,22,264.93
25/4/2022,23,254
25/4/2022,24,235.44
26/4/2022,1,212.54
26/4/2022,2,205.01
26/4/2022,3,204.59
26/4/2022,4,201.07
26/4/2022,5,204.16
26/4/2022,6,232.95
26/4/2022,7,266.52
26/4/2022,8,290
26/4/2022,9,290
26/4/2022,10,260.48
26/4/2022,11,235.88
26/4/2022,12,224.28
26/4/2022,13,225.78
26/4/2022,14,212.88
26/4/2022,15,214.19
26/4/2022,16,223.57
26/4/2022,17,232.05
26/4/2022,18,239.93
26/4/2022,19,260.63
26/4/2022,20,281
26/4/2022,21,286.76
26/4/2022,22,270.01
26/4/2022,23,255
26/4/2022,24,231.91
27/4/2022,1,206.72
27/4/2022,2,198.01
27/4/2022,3,196.36
27/4/2022,4,194.53
27/4/2022,5,197.51
27/4/2022,6,209.94
27/4/2022,7,244.2
27/4/2022,8,271.01
27/4/2022,9,265.98
27/4/2022,10,252.74
27/4/2022,11,225.22
27/4/2022,12,214.76
27/4/2022,13,207.66
27/4/2022,14,200.62
27/4/2022,15,193.22
27/4/2022,16,190.96
27/4/2022,17,191.35
27/4/2022,18,206.49
27/4/2022,19,239.31
27/4/2022,20,267.9
27/4/2022,21,266.33
27/4/2022,22,254.94
27/4/2022,23,235.33
27/4/2022,24,202.57
28/4/2022,1,214.63
28/4/2022,2,201.94
28/4/2022,3,198
28/4/2022,4,201.37
28/4/2022,5,201.5
28/4/2022,6,218.35
28/4/2022,7,255
28/4/2022,8,283.37
28/4/2022,9,279.29
28/4/2022,10,251.26
28/4/2022,11,224.93
28/4/2022,12,213.56
28/4/2022,13,208
28/4/2022,14,200.09
28/4/2022,15,197.05
28/4/2022,16,196.3
28/4/2022,17,197.13
28/4/2022,18,217.63
28/4/2022,19,255
28/4/2022,20,279.09
28/4/2022,21,284.91
28/4/2022,22,268.91
28/4/2022,23,253.56
28/4/2022,24,222.78
29/4/2022,1,206.05
29/4/2022,2,203.15
29/4/2022,3,202.52
29/4/2022,4,203.23
29/4/2022,5,205.09
29/4/2022,6,213.86
29/4/2022,7,255.77
29/4/2022,8,280.06
29/4/2022,9,291.22
29/4/2022,10,256.34
29/4/2022,11,230.33
29/4/2022,12,217.4
29/4/2022,13,208.37
29/4/2022,14,197.25
29/4/2022,15,195.24
29/4/2022,16,195.04
29/4/2022,17,206
29/4/2022,18,216.3
29/4/2022,19,246.98
29/4/2022,20,262.08
29/4/2022,21,265.87
29/4/2022,22,254.97
29/4/2022,23,241.56
29/4/2022,24,217.91
30/4/2022,1,204.78
30/4/2022,2,189.1
30/4/2022,3,189.91
30/4/2022,4,187.47
30/4/2022,5,189.96
30/4/2022,6,194.81
30/4/2022,7,201
30/4/2022,8,206.59
30/4/2022,9,210.01
30/4/2022,10,205.85
30/4/2022,11,195.95
30/4/2022,12,186.58
30/4/2022,13,180.04
30/4/2022,14,172.94
30/4/2022,15,166.35
30/4/2022,16,159.69
30/4/2022,17,166.65
30/4/2022,18,192.02
30/4/2022,19,226.09
30/4/2022,20,246.97
30/4/2022,21,252.64
30/4/2022,22,247.11
30/4/2022,23,239.09
30/4/2022,24,219
1/5/2022,1,206
1/5/2022,2,199.7
1/5/2022,3,197.56
1/5/2022,4,192.2
1/5/2022,5,197.43
1/5/2022,6,201.32
1/5/2022,7,195
1/5/2022,8,194.95
1/5/2022,9,186.94
1/5/2022,10,182.04
1/5/2022,11,177.31
1/5/2022,12,176.5
1/5/2022,13,174.92
1/5/2022,14,150.74
1/5/2022,15,140.4
1/5/2022,16,138.9
1/5/2022,17,155.9
1/5/2022,18,187.04
1/5/2022,19,215.85
1/5/2022,20,249.43
1/5/2022,21,254.94
1/5/2022,22,243.03
1/5/2022,23,239.72
1/5/2022,24,215.97
2/5/2022,1,206.46
2/5/2022,2,199.87
2/5/2022,3,194.69
2/5/2022,4,193.76
2/5/2022,5,196.34
2/5/2022,6,209.96
2/5/2022,7,248.88
2/5/2022,8,270
2/5/2022,9,264.57
2/5/2022,10,238.98
2/5/2022,11,194.27
2/5/2022,12,189.97
2/5/2022,13,190.68
2/5/2022,14,190.45
2/5/2022,15,187.65
2/5/2022,16,185.05
2/5/2022,17,188.2
2/5/2022,18,218.72
2/5/2022,19,244.11
2/5/2022,20,263.97
2/5/2022,21,265.41
2/5/2022,22,253.52
2/5/2022,23,241.11
2/5/2022,24,219.92
3/5/2022,1,184.5
3/5/2022,2,182.09
3/5/2022,3,184.08
3/5/2022,4,185.12
3/5/2022,5,187.04
3/5/2022,6,191.19
3/5/2022,7,236.26
3/5/2022,8,255.96
3/5/2022,9,255.96
3/5/2022,10,232.7
3/5/2022,11,206.07
3/5/2022,12,200.24
3/5/2022,13,198.06
3/5/2022,14,197.29
3/5/2022,15,194.89
3/5/2022,16,195.54
3/5/2022,17,197.99
3/5/2022,18,218.99
3/5/2022,19,249.96
3/5/2022,20,269.94
3/5/2022,21,270.23
3/5/2022,22,261.77
3/5/2022,23,253.21
3/5/2022,24,228.94
4/5/2022,1,206
4/5/2022,2,200
4/5/2022,3,200.34
4/5/2022,4,201.12
4/5/2022,5,201.14
4/5/2022,6,224.32
4/5/2022,7,256.58
4/5/2022,8,296.9
4/5/2022,9,280.1
4/5/2022,10,255.09
4/5/2022,11,226.01
4/5/2022,12,209.41
4/5/2022,13,209.05
4/5/2022,14,206.07
4/5/2022,15,202.45
4/5/2022,16,200.73
4/5/2022,17,206.24
4/5/2022,18,233.85
4/5/2022,19,249.98
4/5/2022,20,275.44
4/5/2022,21,281.49
4/5/2022,22,263.37
4/5/2022,23,246.9
4/5/2022,24,232.47
5/5/2022,1,225.2
5/5/2022,2,208.44
5/5/2022,3,208.12
5/5/2022,4,205.09
5/5/2022,5,204.9
5/5/2022,6,220.77
5/5/2022,7,254.96
5/5/2022,8,275.06
5/5/2022,9,268.02
5/5/2022,10,252.96
5/5/2022,11,235.03
5/5/2022,12,232.09
5/5/2022,13,225.1
5/5/2022,14,215.04
5/5/2022,15,210.9
5/5/2022,16,220.06
5/5/2022,17,214.96
5/5/2022,18,229
5/5/2022,19,248.73
5/5/2022,20,263
5/5/2022,21,276.61
5/5/2022,22,259.96
5/5/2022,23,251.84
5/5/2022,24,238.52
6/5/2022,1,220.69
6/5/2022,2,213.74
6/5/2022,3,207.56
6/5/2022,4,204.02
6/5/2022,5,206.57
6/5/2022,6,219.07
6/5/2022,7,255.91
6/5/2022,8,274.92
6/5/2022,9,262.97
6/5/2022,10,236.8
6/5/2022,11,220
6/5/2022,12,208.13
6/5/2022,13,207.4
6/5/2022,14,191.81
6/5/2022,15,190.01
6/5/2022,16,187.01
6/5/2022,17,192.7
6/5/2022,18,211.59
6/5/2022,19,239.09
6/5/2022,20,256.79
6/5/2022,21,262.69
6/5/2022,22,255.91
6/5/2022,23,247.78
6/5/2022,24,235.46
7/5/2022,1,225.12
7/5/2022,2,216.94
7/5/2022,3,207.36
7/5/2022,4,200.01
7/5/2022,5,199.5
7/5/2022,6,200.1
7/5/2022,7,201.78
7/5/2022,8,216.28
7/5/2022,9,217.04
7/5/2022,10,208.57
7/5/2022,11,194.17
7/5/2022,12,190.67
7/5/2022,13,186.55
7/5/2022,14,174.37
7/5/2022,15,166.7
7/5/2022,16,159.17
7/5/2022,17,168.22
7/5/2022,18,185.3
7/5/2022,19,201.62
7/5/2022,20,222.74
7/5/2022,21,231.57
7/5/2022,22,229
7/5/2022,23,223.12
7/5/2022,24,208.38
8/5/2022,1,208.1
8/5/2022,2,193.3
8/5/2022,3,191.92
8/5/2022,4,186.01
8/5/2022,5,182.98
8/5/2022,6,186.06
8/5/2022,7,184.97
8/5/2022,8,185.93
8/5/2022,9,183.62
8/5/2022,10,163.45
8/5/2022,11,140.33
8/5/2022,12,123.17
8/5/2022,13,114.65
8/5/2022,14,86.18
8/5/2022,15,78.5
8/5/2022,16,93.26
8/5/2022,17,113.6
8/5/2022,18,155.8
8/5/2022,19,196.04
8/5/2022,20,234.6
8/5/2022,21,238.99
8/5/2022,22,238.35
8/5/2022,23,225.91
8/5/2022,24,217.9
9/5/2022,1,209.08
9/5/2022,2,199.21
9/5/2022,3,196.07
9/5/2022,4,191.11
9/5/2022,5,193.68
9/5/2022,6,210.72
9/5/2022,7,240
9/5/2022,8,256.23
9/5/2022,9,250.04
9/5/2022,10,219.21
9/5/2022,11,199.95
9/5/2022,12,194.39
9/5/2022,13,185.51
9/5/2022,14,183.46
9/5/2022,15,179.55
9/5/2022,16,183.94
9/5/2022,17,190.63
9/5/2022,18,220.93
9/5/2022,19,247.97
9/5/2022,20,280
9/5/2022,21,280
9/5/2022,22,250.44
9/5/2022,23,237.08
9/5/2022,24,204.25
10/5/2022,1,216.41
10/5/2022,2,205.61
10/5/2022,3,184.72
10/5/2022,4,169.98
10/5/2022,5,167.73
10/5/2022,6,187.06
10/5/2022,7,224.08
10/5/2022,8,237.95
10/5/2022,9,232.72
10/5/2022,10,210.25
10/5/2022,11,185
10/5/2022,12,165.46
10/5/2022,13,166.01
10/5/2022,14,123.09
10/5/2022,15,166.01
10/5/2022,16,166.01
10/5/2022,17,168.5
10/5/2022,18,184.43
10/5/2022,19,209.78
10/5/2022,20,234.92
10/5/2022,21,239.95
10/5/2022,22,236.96
10/5/2022,23,229.09
10/5/2022,24,201.49
11/5/2022,1,207.15
11/5/2022,2,192.8
11/5/2022,3,185.5
11/5/2022,4,179
11/5/2022,5,179.46
11/5/2022,6,185.72
11/5/2022,7,216.37
11/5/2022,8,233.22
11/5/2022,9,224
11/5/2022,10,200
11/5/2022,11,148.46
11/5/2022,12,147.3
11/5/2022,13,168
11/5/2022,14,152.77
11/5/2022,15,158.01
11/5/2022,16,158
11/5/2022,17,158.04
11/5/2022,18,158.11
11/5/2022,19,184.18
11/5/2022,20,219.3
11/5/2022,21,221.93
11/5/2022,22,220
11/5/2022,23,206.01
11/5/2022,24,192.93
12/5/2022,1,149.9
12/5/2022,2,145.01
12/5/2022,3,140.01
12/5/2022,4,145.66
12/5/2022,5,148.91
12/5/2022,6,172.42
12/5/2022,7,211.94
12/5/2022,8,230.56
12/5/2022,9,223.46
12/5/2022,10,189.21
12/5/2022,11,144.04
12/5/2022,12,150.72
12/5/2022,13,130
12/5/2022,14,108.96
12/5/2022,15,110.24
12/5/2022,16,118.92
12/5/2022,17,145.57
12/5/2022,18,184.63
12/5/2022,19,217.9
12/5/2022,20,233.5
12/5/2022,21,241.77
12/5/2022,22,233.17
12/5/2022,23,224.32
12/5/2022,24,205.56
13/5/2022,1,210
13/5/2022,2,202.71
13/5/2022,3,189
13/5/2022,4,174.74
13/5/2022,5,176.26
13/5/2022,6,203.2
13/5/2022,7,226.93
13/5/2022,8,242.74
13/5/2022,9,242.29
13/5/2022,10,225.1
13/5/2022,11,188
13/5/2022,12,150.73
13/5/2022,13,160.11
13/5/2022,14,160.09
13/5/2022,15,160.11
13/5/2022,16,160.84
13/5/2022,17,160.11
13/5/2022,18,140.01
13/5/2022,19,189.99
13/5/2022,20,220.77
13/5/2022,21,231.09
13/5/2022,22,229
13/5/2022,23,220.36
13/5/2022,24,196.57
14/5/2022,1,181
14/5/2022,2,158.66
14/5/2022,3,150.01
14/5/2022,4,133.9
14/5/2022,5,155.18
14/5/2022,6,168.99
14/5/2022,7,184.07
14/5/2022,8,194.3
14/5/2022,9,184.94
14/5/2022,10,160
14/5/2022,11,124.05
14/5/2022,12,98.46
14/5/2022,13,99.99
14/5/2022,14,97.42
14/5/2022,15,93.12
14/5/2022,16,96.36
14/5/2022,17,97.23
14/5/2022,18,162.02
14/5/2022,19,206.38
14/5/2022,20,225
14/5/2022,21,240.04
14/5/2022,22,241.87
14/5/2022,23,239
14/5/2022,24,224.15
15/5/2022,1,214.91
15/5/2022,2,196.35
15/5/2022,3,185.43
15/5/2022,4,174.15
15/5/2022,5,170.17
15/5/2022,6,170.25
15/5/2022,7,162.92
15/5/2022,8,158.57
15/5/2022,9,154.98
15/5/2022,10,110.6
15/5/2022,11,95.98
15/5/2022,12,90
15/5/2022,13,75
15/5/2022,14,45.35
15/5/2022,15,20.15
15/5/2022,16,39.58
15/5/2022,17,76.21
15/5/2022,18,133.33
15/5/2022,19,199.74
15/5/2022,20,226.11
15/5/2022,21,230.57
15/5/2022,22,226.18
15/5/2022,23,219.57
15/5/2022,24,200.5
16/5/2022,1,180.18
16/5/2022,2,169.06
16/5/2022,3,169.13
16/5/2022,4,169.89
16/5/2022,5,169.53
16/5/2022,6,182.04
16/5/2022,7,229.95
16/5/2022,8,248.08
16/5/2022,9,251.09
16/5/2022,10,231.08
16/5/2022,11,210.62
16/5/2022,12,199.68
16/5/2022,13,185.34
16/5/2022,14,202.09
16/5/2022,15,191.73
16/5/2022,16,192.62
16/5/2022,17,229.93
16/5/2022,18,229.93
16/5/2022,19,245.74
16/5/2022,20,280.89
16/5/2022,21,275.69
16/5/2022,22,259.9
16/5/2022,23,240.2
16/5/2022,24,208.38
17/5/2022,1,203.39
17/5/2022,2,195.94
17/5/2022,3,189.1
17/5/2022,4,185.05
17/5/2022,5,189.2
17/5/2022,6,202.24
17/5/2022,7,236.7
17/5/2022,8,264.89
17/5/2022,9,274.17
17/5/2022,10,244.91
17/5/2022,11,231.99
