day,hour,cost
15/2/2022,11,220.43
15/2/2022,12,213.5
15/2/2022,13,212.05
15/2/2022,14,208.97
15/2/2022,15,212.41
15/2/2022,16,215.13
15/2/2022,17,221.19
15/2/2022,18,225
15/2/2022,19,174.29
15/2/2022,20,138
15/2/2022,21,199
15/2/2022,22,125.01
15/2/2022,23,116.03
15/2/2022,24,110.01
16/2/2022,1,138.36
16/2/2022,2,139.97
16/2/2022,3,139.94
16/2/2022,4,139.94
16/2/2022,5,140
16/2/2022,6,140.01
16/2/2022,7,201.94
16/2/2022,8,203.99
16/2/2022,9,203.98
16/2/2022,10,174.52
16/2/2022,11,170
16/2/2022,12,191
16/2/2022,13,195
16/2/2022,14,191
16/2/2022,15,180
16/2/2022,16,193.99
16/2/2022,17,195
16/2/2022,18,195
16/2/2022,19,118.61
16/2/2022,20,117.99
16/2/2022,21,102.9
16/2/2022,22,95.01
16/2/2022,23,95.01
16/2/2022,24,74.12
17/2/2022,1,60.01
17/2/2022,2,44
17/2/2022,3,41.91
17/2/2022,4,44.61
17/2/2022,5,15.04
17/2/2022,6,134.94
17/2/2022,7,182.07
17/2/2022,8,188.9
17/2/2022,9,192.93
17/2/2022,10,192.69
17/2/2022,11,150.84
17/2/2022,12,110.39
17/2/2022,13,106.59
17/2/2022,14,114.31
17/2/2022,15,112.08
17/2/2022,16,133.08
17/2/2022,17,140.01
17/2/2022,18,175.98
17/2/2022,19,150.07
17/2/2022,20,138.18
17/2/2022,21,104.68
17/2/2022,22,97.45
17/2/2022,23,86.3
17/2/2022,24,63.04
18/2/2022,1,71.45
18/2/2022,2,62.57
18/2/2022,3,74.76
18/2/2022,4,84.92
18/2/2022,5,95.19
18/2/2022,6,119.09
18/2/2022,7,140.99
18/2/2022,8,185.05
18/2/2022,9,189.28
18/2/2022,10,173.24
18/2/2022,11,150
18/2/2022,12,130.99
18/2/2022,13,123.17
18/2/2022,14,106.81
18/2/2022,15,99.89
18/2/2022,16,106.53
18/2/2022,17,117.61
18/2/2022,18,124.75
18/2/2022,19,130.9
18/2/2022,20,140.49
18/2/2022,21,115.87
18/2/2022,22,109.75
18/2/2022,23,115.66
18/2/2022,24,92.46
19/2/2022,1,73.73
19/2/2022,2,60.01
19/2/2022,3,63.11
19/2/2022,4,94.92
19/2/2022,5,85
19/2/2022,6,75.01
19/2/2022,7,95
19/2/2022,8,89.91
19/2/2022,9,92.43
19/2/2022,10,94.8
19/2/2022,11,113.07
19/2/2022,12,115
19/2/2022,13,112
19/2/2022,14,89.98
19/2/2022,15,94.52
19/2/2022,16,89.97
19/2/2022,17,112
19/2/2022,18,125.02
19/2/2022,19,145.57
19/2/2022,20,125
19/2/2022,21,120.14
19/2/2022,22,110.26
19/2/2022,23,112.77
19/2/2022,24,100.93
20/2/2022,1,104.38
20/2/2022,2,99.9
20/2/2022,3,98.71
20/2/2022,4,92.01
20/2/2022,5,88.53
20/2/2022,6,87.17
20/2/2022,7,80
20/2/2022,8,80.08
20/2/2022,9,88.28
20/2/2022,10,95.06
20/2/2022,11,98.22
20/2/2022,12,95.09
20/2/2022,13,88.36
20/2/2022,14,80
20/2/2022,15,75.05
20/2/2022,16,95.51
20/2/2022,17,97.49
20/2/2022,18,108.74
20/2/2022,19,132.2
20/2/2022,20,139.06
20/2/2022,21,107.79
20/2/2022,22,95.72
20/2/2022,23,88.09
20/2/2022,24,69.63
21/2/2022,1,45.09
21/2/2022,2,40.01
21/2/2022,3,31.87
21/2/2022,4,40.77
21/2/2022,5,60.01
21/2/2022,6,94.93
21/2/2022,7,153.62
21/2/2022,8,145
21/2/2022,9,147.92
21/2/2022,10,130.75
21/2/2022,11,114.07
21/2/2022,12,110.42
21/2/2022,13,107.15
21/2/2022,14,116
21/2/2022,15,115.32
21/2/2022,16,115.09
21/2/2022,17,150.26
21/2/2022,18,117.78
21/2/2022,19,135.59
21/2/2022,20,123.63
21/2/2022,21,150
21/2/2022,22,102
21/2/2022,23,102.83
21/2/2022,24,92.55
22/2/2022,1,100.01
22/2/2022,2,105.01
22/2/2022,3,102.08
22/2/2022,4,85.05
22/2/2022,5,88.16
22/2/2022,6,95.36
22/2/2022,7,117.86
22/2/2022,8,185.78
22/2/2022,9,211.59
22/2/2022,10,180.27
22/2/2022,11,144.08
22/2/2022,12,135.04
22/2/2022,13,121.25
22/2/2022,14,117.66
22/2/2022,15,118.87
22/2/2022,16,125.29
22/2/2022,17,136.7
22/2/2022,18,155.21
22/2/2022,19,162.62
22/2/2022,20,138.82
22/2/2022,21,119.31
22/2/2022,22,110.56
22/2/2022,23,108.42
22/2/2022,24,91.63
23/2/2022,1,97.96
23/2/2022,2,103.33
23/2/2022,3,93.16
23/2/2022,4,88.34
23/2/2022,5,97.32
23/2/2022,6,101.7
23/2/2022,7,118.36
23/2/2022,8,171.97
23/2/2022,9,155.03
23/2/2022,10,126.44
23/2/2022,11,109.43
23/2/2022,12,130.33
23/2/2022,13,118.16
23/2/2022,14,116.05
23/2/2022,15,100.9
23/2/2022,16,109.49
23/2/2022,17,162.8
23/2/2022,18,205.72
23/2/2022,19,230
23/2/2022,20,236.86
23/2/2022,21,187.04
23/2/2022,22,164.6
23/2/2022,23,146.62
23/2/2022,24,107.6
24/2/2022,1,115.07
24/2/2022,2,113.04
24/2/2022,3,110.33
24/2/2022,4,109.29
24/2/2022,5,112.36
24/2/2022,6,116.77
24/2/2022,7,168.5
24/2/2022,8,184.77
24/2/2022,9,160
24/2/2022,10,137.34
24/2/2022,11,117.47
24/2/2022,12,112.78
24/2/2022,13,107.58
24/2/2022,14,105.02
24/2/2022,15,105.1
24/2/2022,16,112.4
24/2/2022,17,113.73
24/2/2022,18,146.57
24/2/2022,19,155.38
24/2/2022,20,160
24/2/2022,21,142.84
24/2/2022,22,134.94
24/2/2022,23,109.95
24/2/2022,24,98.51
25/2/2022,1,121.01
25/2/2022,2,121.01
25/2/2022,3,112.56
25/2/2022,4,99.61
25/2/2022,5,126.01
25/2/2022,6,118.01
25/2/2022,7,150
25/2/2022,8,133.53
25/2/2022,9,125.02
25/2/2022,10,107.16
25/2/2022,11,98.38
25/2/2022,12,105.01
25/2/2022,13,109.01
25/2/2022,14,109.51
25/2/2022,15,125
25/2/2022,16,170
25/2/2022,17,207.93
25/2/2022,18,210.09
25/2/2022,19,211.75
25/2/2022,20,231.28
25/2/2022,21,189.58
25/2/2022,22,145.54
25/2/2022,23,135.13
25/2/2022,24,132.89
26/2/2022,1,150.09
26/2/2022,2,152.6
26/2/2022,3,174.05
26/2/2022,4,187.92
26/2/2022,5,190.69
26/2/2022,6,237.17
26/2/2022,7,249.98
26/2/2022,8,263.46
26/2/2022,9,275.57
26/2/2022,10,267.37
26/2/2022,11,245.75
26/2/2022,12,213.02
26/2/2022,13,196.64
26/2/2022,14,178.97
26/2/2022,15,177.04
26/2/2022,16,197.47
26/2/2022,17,225.08
26/2/2022,18,259.9
26/2/2022,19,299
26/2/2022,20,300.7
26/2/2022,21,277.91
26/2/2022,22,235.8
26/2/2022,23,242.15
26/2/2022,24,212.09
27/2/2022,1,195.65
27/2/2022,2,180.7
27/2/2022,3,174.44
27/2/2022,4,172.31
27/2/2022,5,174.5
27/2/2022,6,177.1
27/2/2022,7,186.05
27/2/2022,8,191.54
27/2/2022,9,189.37
27/2/2022,10,173.75
27/2/2022,11,154.07
27/2/2022,12,144.76
27/2/2022,13,116.53
27/2/2022,14,114
27/2/2022,15,111.68
27/2/2022,16,151.54
27/2/2022,17,176.15
27/2/2022,18,229.9
27/2/2022,19,275.76
27/2/2022,20,274.5
27/2/2022,21,220.7
27/2/2022,22,197.8
27/2/2022,23,197.78
27/2/2022,24,197.22
28/2/2022,1,177.39
28/2/2022,2,174.06
28/2/2022,3,185.57
28/2/2022,4,178.26
28/2/2022,5,197
28/2/2022,6,217
28/2/2022,7,284.97
28/2/2022,8,322.9
28/2/2022,9,308.9
28/2/2022,10,267.3
28/2/2022,11,163.82
28/2/2022,12,145.55
28/2/2022,13,137.09
28/2/2022,14,135.4
28/2/2022,15,141.17
28/2/2022,16,258.97
28/2/2022,17,258.97
28/2/2022,18,280.56
28/2/2022,19,350
28/2/2022,20,300
28/2/2022,21,260.09
28/2/2022,22,263.95
28/2/2022,23,200.31
28/2/2022,24,183.48
1/3/2022,1,192.66
1/3/2022,2,174.64
1/3/2022,3,151.7
1/3/2022,4,163.5
1/3/2022,5,173.15
1/3/2022,6,194.03
1/3/2022,7,268.04
1/3/2022,8,286.73
1/3/2022,9,284.91
1/3/2022,10,217.58
1/3/2022,11,179.33
1/3/2022,12,222.33
1/3/2022,13,220
1/3/2022,14,221.5
1/3/2022,15,235.02
1/3/2022,16,261.24
1/3/2022,17,283.2
1/3/2022,18,315.87
1/3/2022,19,362.75
1/3/2022,20,354.11
1/3/2022,21,315.87
1/3/2022,22,286
1/3/2022,23,266.94
1/3/2022,24,245.47
2/3/2022,1,251.04
2/3/2022,2,248.43
2/3/2022,3,242.06
2/3/2022,4,233.14
2/3/2022,5,233.62
2/3/2022,6,250
2/3/2022,7,291.55
2/3/2022,8,329.07
2/3/2022,9,337.09
2/3/2022,10,298.1
2/3/2022,11,267.85
2/3/2022,12,257.95
2/3/2022,13,245.82
2/3/2022,14,234.99
2/3/2022,15,236.29
2/3/2022,16,249.66
2/3/2022,17,272.58
2/3/2022,18,316.56
2/3/2022,19,384.83
2/3/2022,20,385
2/3/2022,21,321.09
2/3/2022,22,287.06
2/3/2022,23,265.78
2/3/2022,24,249.66
3/3/2022,1,331.16
3/3/2022,2,322.53
3/3/2022,3,316
3/3/2022,4,307.01
3/3/2022,5,307.3
3/3/2022,6,332.27
3/3/2022,7,371.41
3/3/2022,8,405
3/3/2022,9,400
3/3/2022,10,359.96
3/3/2022,11,294.76
3/3/2022,12,276.94
3/3/2022,13,266.04
3/3/2022,14,269.92
3/3/2022,15,293.02
3/3/2022,16,319.58
3/3/2022,17,336.53
3/3/2022,18,398.53
3/3/2022,19,410
3/3/2022,20,405.05
3/3/2022,21,390
3/3/2022,22,350
3/3/2022,23,333.88
3/3/2022,24,319.9
4/3/2022,1,351.07
4/3/2022,2,346.6
4/3/2022,3,329.4
4/3/2022,4,304.05
4/3/2022,5,315
4/3/2022,6,349.07
4/3/2022,7,398.6
4/3/2022,8,410
4/3/2022,9,410.05
4/3/2022,10,385.16
4/3/2022,11,362.95
4/3/2022,12,349.78
4/3/2022,13,360
4/3/2022,14,359.97
4/3/2022,15,359.9
4/3/2022,16,354.92
4/3/2022,17,355.77
4/3/2022,18,380.94
4/3/2022,19,410
4/3/2022,20,410
4/3/2022,21,400.08
4/3/2022,22,381.83
4/3/2022,23,359.07
4/3/2022,24,361.01
5/3/2022,1,363.87
5/3/2022,2,360
5/3/2022,3,350
5/3/2022,4,330
5/3/2022,5,338.85
5/3/2022,6,347.04
5/3/2022,7,369
5/3/2022,8,378.1
5/3/2022,9,370.53
5/3/2022,10,322.34
5/3/2022,11,293.81
5/3/2022,12,290.57
5/3/2022,13,279.3
5/3/2022,14,260.35
5/3/2022,15,260.56
5/3/2022,16,301.36
5/3/2022,17,339.99
5/3/2022,18,385.63
5/3/2022,19,405.78
5/3/2022,20,409.3
5/3/2022,21,400
5/3/2022,22,377.25
5/3/2022,23,369.63
5/3/2022,24,362.4
6/3/2022,1,390.61
6/3/2022,2,353
6/3/2022,3,345.16
6/3/2022,4,334.21
6/3/2022,5,339.44
6/3/2022,6,342.09
6/3/2022,7,350.06
6/3/2022,8,340.44
6/3/2022,9,336.52
6/3/2022,10,210.01
6/3/2022,11,259.02
6/3/2022,12,268.05
6/3/2022,13,279
6/3/2022,14,249.18
6/3/2022,15,246.29
6/3/2022,16,281.41
6/3/2022,17,308.1
6/3/2022,18,385.16
6/3/2022,19,435.08
6/3/2022,20,454.28
6/3/2022,21,436.35
6/3/2022,22,412.02
6/3/2022,23,412.02
6/3/2022,24,411.65
7/3/2022,1,377.56
7/3/2022,2,369.83
7/3/2022,3,368.94
7/3/2022,4,359.21
7/3/2022,5,361.71
7/3/2022,6,397.23
7/3/2022,7,465.77
7/3/2022,8,512.36
7/3/2022,9,515.01
7/3/2022,10,483
7/3/2022,11,390.61
7/3/2022,12,410
7/3/2022,13,340.22
7/3/2022,14,412.06
7/3/2022,15,312.82
7/3/2022,16,351.54
7/3/2022,17,400
7/3/2022,18,450.39
7/3/2022,19,507.54
7/3/2022,20,522.91
7/3/2022,21,475
7/3/2022,22,434.97
7/3/2022,23,415.42
7/3/2022,24,367.72
8/3/2022,1,455.1
8/3/2022,2,449.5
8/3/2022,3,449.5
8/3/2022,4,424.88
8/3/2022,5,436.06
8/3/2022,6,456.05
8/3/2022,7,622.3
8/3/2022,8,690
8/3/2022,9,650
8/3/2022,10,541.51
8/3/2022,11,353.31
8/3/2022,12,333.83
8/3/2022,13,316.52
8/3/2022,14,294.77
8/3/2022,15,310.6
8/3/2022,16,366.99
8/3/2022,17,514.31
8/3/2022,18,603.08
8/3/2022,19,674.93
8/3/2022,20,700
8/3/2022,21,619.92
8/3/2022,22,542.9
8/3/2022,23,492.05
8/3/2022,24,399.73
9/3/2022,1,430.07
9/3/2022,2,408.91
9/3/2022,3,418.38
9/3/2022,4,420.03
9/3/2022,5,420.03
9/3/2022,6,440
9/3/2022,7,523.76
9/3/2022,8,579.45
9/3/2022,9,554.76
9/3/2022,10,449.99
9/3/2022,11,389
9/3/2022,12,350.83
9/3/2022,13,305.11
9/3/2022,14,331.72
9/3/2022,15,341.86
9/3/2022,16,382.44
9/3/2022,17,425.09
9/3/2022,18,529.43
9/3/2022,19,574.93
9/3/2022,20,605
9/3/2022,21,528.03
9/3/2022,22,448.75
9/3/2022,23,449.06
9/3/2022,24,418.45
10/3/2022,1,350
10/3/2022,2,320
10/3/2022,3,321.59
10/3/2022,4,310.09
10/3/2022,5,310.07
10/3/2022,6,335.01
10/3/2022,7,414.66
10/3/2022,8,436.06
10/3/2022,9,421.17
10/3/2022,10,311.99
10/3/2022,11,240.33
10/3/2022,12,199.82
10/3/2022,13,171.7
10/3/2022,14,150.01
10/3/2022,15,162.66
10/3/2022,16,199.85
10/3/2022,17,360.08
10/3/2022,18,379.95
10/3/2022,19,412.4
10/3/2022,20,326.39
10/3/2022,21,320
10/3/2022,22,310.1
10/3/2022,23,214.17
10/3/2022,24,130.01
11/3/2022,1,115.9
11/3/2022,2,115.33
11/3/2022,3,115.26
11/3/2022,4,112.71
11/3/2022,5,115.9
11/3/2022,6,163.32
11/3/2022,7,290
11/3/2022,8,369.95
11/3/2022,9,236.2
11/3/2022,10,155.01
11/3/2022,11,155.01
11/3/2022,12,85.43
11/3/2022,13,85.41
11/3/2022,14,95
11/3/2022,15,155.01
11/3/2022,16,173.37
11/3/2022,17,255
11/3/2022,18,379.95
11/3/2022,19,230
11/3/2022,20,173.41
11/3/2022,21,335
11/3/2022,22,235
11/3/2022,23,155.79
11/3/2022,24,120.43
12/3/2022,1,120.01
12/3/2022,2,120.01
12/3/2022,3,120.01
12/3/2022,4,120.01
12/3/2022,5,125.01
12/3/2022,6,134.69
12/3/2022,7,148.64
12/3/2022,8,127.95
12/3/2022,9,120.01
12/3/2022,10,120.01
12/3/2022,11,114.64
12/3/2022,12,106.4
12/3/2022,13,101.28
12/3/2022,14,109.62
12/3/2022,15,117.76
12/3/2022,16,126.26
12/3/2022,17,189.3
12/3/2022,18,287.3
12/3/2022,19,323.3
12/3/2022,20,235
12/3/2022,21,173
12/3/2022,22,176.5
12/3/2022,23,182.51
12/3/2022,24,168.88
13/3/2022,1,160.1
13/3/2022,2,150.01
13/3/2022,3,124.27
13/3/2022,4,102.54
13/3/2022,5,130.25
13/3/2022,6,120.7
13/3/2022,7,100.05
13/3/2022,8,90.92
13/3/2022,9,77.49
13/3/2022,10,72.82
13/3/2022,11,76.61
13/3/2022,12,81.6
13/3/2022,13,75.67
13/3/2022,14,76.37
13/3/2022,15,81.21
13/3/2022,16,85.16
13/3/2022,17,104.03
13/3/2022,18,223.07
13/3/2022,19,249.1
13/3/2022,20,199.9
13/3/2022,21,216.74
13/3/2022,22,209.79
13/3/2022,23,220.33
13/3/2022,24,210
14/3/2022,1,205.9
14/3/2022,2,204.44
14/3/2022,3,211.64
14/3/2022,4,207.03
14/3/2022,5,219.91
14/3/2022,6,230.06
14/3/2022,7,301.92
14/3/2022,8,335.88
14/3/2022,9,344.24
14/3/2022,10,300.83
14/3/2022,11,265.91
14/3/2022,12,258.34
14/3/2022,13,240.57
14/3/2022,14,224.25
14/3/2022,15,218.34
14/3/2022,16,269.8
14/3/2022,17,293.02
14/3/2022,18,346.5
14/3/2022,19,390.01
14/3/2022,20,435.42
14/3/2022,21,365.26
14/3/2022,22,322.7
14/3/2022,23,300.73
14/3/2022,24,261.86
15/3/2022,1,248.92
15/3/2022,2,245.03
15/3/2022,3,241.79
15/3/2022,4,240.07
15/3/2022,5,242.69
15/3/2022,6,262.4
15/3/2022,7,318.93
15/3/2022,8,340.29
15/3/2022,9,349.98
15/3/2022,10,329.45
15/3/2022,11,318.46
15/3/2022,12,296.17
15/3/2022,13,279.49
15/3/2022,14,283.24
15/3/2022,15,287.96
15/3/2022,16,297.17
15/3/2022,17,317.53
15/3/2022,18,332.36
15/3/2022,19,375
15/3/2022,20,405.02
15/3/2022,21,335.24
15/3/2022,22,312.09
15/3/2022,23,288.99
15/3/2022,24,264.63
16/3/2022,1,253.41
16/3/2022,2,251.4
16/3/2022,3,247.5
16/3/2022,4,240.01
16/3/2022,5,238.5
16/3/2022,6,249.72
16/3/2022,7,296.96
16/3/2022,8,317.7
16/3/2022,9,314
16/3/2022,10,295.94
16/3/2022,11,276.6
16/3/2022,12,260.14
16/3/2022,13,207.44
16/3/2022,14,204.01
16/3/2022,15,200.03
16/3/2022,16,198.22
16/3/2022,17,275
16/3/2022,18,294.92
16/3/2022,19,319.13
16/3/2022,20,300
16/3/2022,21,290
16/3/2022,22,280.38
16/3/2022,23,165.22
16/3/2022,24,140.01
17/3/2022,1,160.01
17/3/2022,2,200
17/3/2022,3,195.06
17/3/2022,4,151.05
17/3/2022,5,157.43
17/3/2022,6,203.05
17/3/2022,7,260.99
17/3/2022,8,284.91
17/3/2022,9,270
17/3/2022,10,254.94
17/3/2022,11,211.6
17/3/2022,12,220.02
17/3/2022,13,206.21
17/3/2022,14,214.09
17/3/2022,15,229.97
17/3/2022,16,246.2
17/3/2022,17,257.36
17/3/2022,18,276.22
17/3/2022,19,310.03
17/3/2022,20,347.21
17/3/2022,21,295.92
17/3/2022,22,259.29
17/3/2022,23,244.66
17/3/2022,24,237.2
18/3/2022,1,203.03
18/3/2022,2,206.97
18/3/2022,3,201.38
18/3/2022,4,206.5
18/3/2022,5,209.9
18/3/2022,6,217.06
18/3/2022,7,262.97
18/3/2022,8,291.51
18/3/2022,9,287.81
18/3/2022,10,249.9
18/3/2022,11,228.58
18/3/2022,12,204.87
18/3/2022,13,205.01
18/3/2022,14,201.14
18/3/2022,15,200.31
18/3/2022,16,202.48
18/3/2022,17,212.4
18/3/2022,18,245.54
18/3/2022,19,275.31
18/3/2022,20,286.52
18/3/2022,21,251.15
18/3/2022,22,216.95
18/3/2022,23,228.5
18/3/2022,24,197.81
19/3/2022,1,196.67
19/3/2022,2,194.82
19/3/2022,3,187.02
19/3/2022,4,187
19/3/2022,5,185.06
19/3/2022,6,190.8
19/3/2022,7,198.23
19/3/2022,8,204.14
19/3/2022,9,196.11
19/3/2022,10,135.07
19/3/2022,11,99.55
19/3/2022,12,85.08
19/3/2022,13,85.29
19/3/2022,14,85.18
19/3/2022,15,88.81
19/3/2022,16,94.71
19/3/2022,17,98
19/3/2022,18,151.01
19/3/2022,19,192.8
19/3/2022,20,173.27
19/3/2022,21,141.9
19/3/2022,22,96.1
19/3/2022,23,91.13
19/3/2022,24,82.85
20/3/2022,1,84.04
20/3/2022,2,70.99
20/3/2022,3,74.78
20/3/2022,4,68.38
20/3/2022,5,75.9
20/3/2022,6,75.9
20/3/2022,7,68.53
20/3/2022,8,20.56
20/3/2022,9,12.86
20/3/2022,10,13
20/3/2022,11,13.13
20/3/2022,12,49.38
20/3/2022,13,47.78
20/3/2022,14,11.79
20/3/2022,15,11.77
20/3/2022,16,75.62
20/3/2022,17,89.84
20/3/2022,18,138.14
20/3/2022,19,206.03
20/3/2022,20,200
20/3/2022,21,150.44
20/3/2022,22,124.24
20/3/2022,23,110.07
20/3/2022,24,93.36
21/3/2022,1,114.18
21/3/2022,2,118.82
21/3/2022,3,118.85
21/3/2022,4,119
21/3/2022,5,137.03
21/3/2022,6,189.41
21/3/2022,7,264
21/3/2022,8,288
21/3/2022,9,270.6
21/3/2022,10,196.47
21/3/2022,11,153.06
21/3/2022,12,163.68
21/3/2022,13,156.99
21/3/2022,14,171.35
21/3/2022,15,170.67
21/3/2022,16,212.63
21/3/2022,17,232.98
21/3/2022,18,273.68
21/3/2022,19,309.6
21/3/2022,20,336.98
21/3/2022,21,277.16
21/3/2022,22,240.91
21/3/2022,23,222.81
21/3/2022,24,199.25
22/3/2022,1,223
22/3/2022,2,215
22/3/2022,3,207
22/3/2022,4,206.36
22/3/2022,5,203
22/3/2022,6,220.92
22/3/2022,7,273.7
22/3/2022,8,287.34
22/3/2022,9,281.1
22/3/2022,10,240.15
22/3/2022,11,199.9
22/3/2022,12,192.2
22/3/2022,13,183.66
22/3/2022,14,185.21
22/3/2022,15,193.92
22/3/2022,16,199.86
22/3/2022,17,230.01
22/3/2022,18,269.97
22/3/2022,19,301.03
22/3/2022,20,351
22/3/2022,21,290.84
22/3/2022,22,255.9
22/3/2022,23,242.25
22/3/2022,24,222.38
23/3/2022,1,209.8
23/3/2022,2,200.05
23/3/2022,3,200.62
23/3/2022,4,198.08
23/3/2022,5,204.09
23/3/2022,6,226.15
23/3/2022,7,275.45
23/3/2022,8,299.25
23/3/2022,9,280.72
23/3/2022,10,217.11
23/3/2022,11,199.7
23/3/2022,12,191.54
23/3/2022,13,181.07
23/3/2022,14,181.93
23/3/2022,15,190.31
23/3/2022,16,202.34
23/3/2022,17,217.99
23/3/2022,18,266.05
23/3/2022,19,312.28
23/3/2022,20,374.14
23/3/2022,21,311.03
23/3/2022,22,270
23/3/2022,23,245.12
23/3/2022,24,216.4
24/3/2022,1,213.01
24/3/2022,2,212.33
24/3/2022,3,211.5
24/3/2022,4,211.8
24/3/2022,5,212.93
24/3/2022,6,223.32
24/3/2022,7,282.97
24/3/2022,8,305.07
24/3/2022,9,267.73
24/3/2022,10,218.91
24/3/2022,11,194.92
24/3/2022,12,194.94
24/3/2022,13,185.97
24/3/2022,14,181.94
24/3/2022,15,192.7
24/3/2022,16,208.42
24/3/2022,17,232.58
24/3/2022,18,266.99
24/3/2022,19,310.76
24/3/2022,20,371.11
24/3/2022,21,295.4
24/3/2022,22,256.86
24/3/2022,23,240.04
24/3/2022,24,219.76
25/3/2022,1,262.48
25/3/2022,2,244.31
25/3/2022,3,234.29
25/3/2022,4,230.15
25/3/2022,5,226.01
25/3/2022,6,254.91
25/3/2022,7,315
25/3/2022,8,333.86
25/3/2022,9,285.12
25/3/2022,10,248.37
25/3/2022,11,185.6
25/3/2022,12,185.87
25/3/2022,13,172.57
25/3/2022,14,169.75
25/3/2022,15,178.57
25/3/2022,16,210
25/3/2022,17,251.07
25/3/2022,18,276.28
25/3/2022,19,300.77
25/3/2022,20,339.9
25/3/2022,21,283.38
25/3/2022,22,242.2
25/3/2022,23,244.56
25/3/2022,24,190.07
26/3/2022,1,235.96
26/3/2022,2,221.16
26/3/2022,3,185.58
26/3/2022,4,191.02
26/3/2022,5,206.58
26/3/2022,6,216.18
26/3/2022,7,199.56
26/3/2022,8,190.28
26/3/2022,9,152.18
26/3/2022,10,159.37
26/3/2022,11,110.05
26/3/2022,12,85.94
26/3/2022,13,83.11
26/3/2022,14,80.38
26/3/2022,15,89.35
26/3/2022,16,157.71
26/3/2022,17,199.95
26/3/2022,18,232.42
26/3/2022,19,262.5
26/3/2022,20,292.24
26/3/2022,21,270.07
26/3/2022,22,244.98
26/3/2022,23,244.94
26/3/2022,24,237.75
27/3/2022,1,235
27/3/2022,2,221.93
27/3/2022,3,214.02
27/3/2022,4,212
27/3/2022,5,211.09
27/3/2022,6,210.31
27/3/2022,7,214.03
27/3/2022,8,214.08
27/3/2022,9,214.07
27/3/2022,10,205.02
27/3/2022,11,194.4
27/3/2022,12,161.5
27/3/2022,13,89.9
27/3/2022,14,77.97
27/3/2022,15,92
27/3/2022,16,141.59
27/3/2022,17,194.83
27/3/2022,18,220
27/3/2022,19,263.02
27/3/2022,20,281.68
27/3/2022,21,265.63
27/3/2022,22,251.59
27/3/2022,23,228
28/3/2022,1,196
28/3/2022,2,192.04
28/3/2022,3,189.45
28/3/2022,4,194.89
28/3/2022,5,195.01
28/3/2022,6,208.62
28/3/2022,7,274.95
28/3/2022,8,316.95
28/3/2022,9,313.95
28/3/2022,10,266.98
28/3/2022,11,224.94
28/3/2022,12,204.14
28/3/2022,13,173.87
28/3/2022,14,163.51
28/3/2022,15,130.99
28/3/2022,16,161.5
28/3/2022,17,170.68
28/3/2022,18,197.56
28/3/2022,19,260.31
28/3/2022,20,304.62
28/3/2022,21,274.06
28/3/2022,22,252.61
28/3/2022,23,229.53
28/3/2022,24,220.54
29/3/2022,1,209.83
29/3/2022,2,210.18
29/3/2022,3,208.96
29/3/2022,4,210
29/3/2022,5,209.87
29/3/2022,6,225.27
29/3/2022,7,270.27
29/3/2022,8,302.12
29/3/2022,9,318.74
29/3/2022,10,299.9
29/3/2022,11,278.48
29/3/2022,12,275.94
29/3/2022,13,236.43
29/3/2022,14,230.85
29/3/2022,15,223.52
29/3/2022,16,222.41
29/3/2022,17,228.01
29/3/2022,18,246.53
29/3/2022,19,280.04
29/3/2022,20,302.49
29/3/2022,21,297.67
29/3/2022,22,260.04
29/3/2022,23,237
29/3/2022,24,219.84
30/3/2022,1,233.07
30/3/2022,2,228.86
30/3/2022,3,229.61
30/3/2022,4,229.08
30/3/2022,5,232.33
30/3/2022,6,242
30/3/2022,7,283
30/3/2022,8,315
30/3/2022,9,346.91
30/3/2022,10,328.11
30/3/2022,11,302.07
30/3/2022,12,312.56
30/3/2022,13,295.99
30/3/2022,14,272.89
30/3/2022,15,278.3
30/3/2022,16,266.52
30/3/2022,17,256.34
30/3/2022,18,269.81
30/3/2022,19,294.7
30/3/2022,20,309.97
30/3/2022,21,285.73
30/3/2022,22,253.36
30/3/2022,23,240.52
30/3/2022,24,197.92
31/3/2022,1,200.66
31/3/2022,2,204.29
31/3/2022,3,195.02
31/3/2022,4,181.93
31/3/2022,5,186.3
31/3/2022,6,200.69
31/3/2022,7,270
31/3/2022,8,305.76
31/3/2022,9,324.23
31/3/2022,10,271
31/3/2022,11,250.75
31/3/2022,12,219.54
31/3/2022,13,203.92
31/3/2022,14,215.53
31/3/2022,15,190.8
31/3/2022,16,185.62
31/3/2022,17,184.96
31/3/2022,18,188.01
31/3/2022,19,200.01
31/3/2022,20,229.49
31/3/2022,21,199.08
31/3/2022,22,164.35
31/3/2022,23,150.64
31/3/2022,24,120.08
1/4/2022,1,111.72
1/4/2022,2,99.64
1/4/2022,3,94.48
1/4/2022,4,99.59
1/4/2022,5,109.02
1/4/2022,6,140.01
1/4/2022,7,178.63
1/4/2022,8,202.82
1/4/2022,9,208.47
1/4/2022,10,200.35
1/4/2022,11,223.47
1/4/2022,12,214.67
1/4/2022,13,204.5
1/4/2022,14,180.33
1/4/2022,15,147.1
1/4/2022,16,140.82
1/4/2022,17,142.33
1/4/2022,18,172.4
1/4/2022,19,191.7
1/4/2022,20,205.96
1/4/2022,21,200.19
1/4/2022,22,174.92
1/4/2022,23,167.85
1/4/2022,24,151.86
2/4/2022,1,112.01
